# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.modify.entity.ms,1743854705961000000,1743854766009000000,6
workspaceModel.moduleBridgeLoader.loading.modules.ms,1743854705961000000,1743854766009000000,643
workspaceModel.orphan.listener.update.ms,1743854705961000000,1743854766009000000,3
workspaceModel.mutableEntityStorage.remove.entity.ms,1743854705961000000,1743854766009000000,3
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743854705961000000,1743854766009000000,0
workspaceModel.mutableEntityStorage.entities.ms,1743854705961000000,1743854766009000000,1
jps.load.project.to.empty.storage.ms,1743854705961000000,1743854766009000000,60
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1743854705961000000,1743854766009000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1743854705961000000,1743854766009000000,0
jps.storage.jps.conf.reader.load.component.ms,1743854705961000000,1743854766009000000,7
jps.global.get.library.by.name.ms,1743854705961000000,1743854766009000000,0
jps.global.get.libraries.ms,1743854705961000000,1743854766009000000,0
workspaceModel.load.cache.metadata.from.file.ms,1743854705961000000,1743854766009000000,64
jps.global.initialize.library.bridges.ms,1743854705961000000,1743854766009000000,2
workspaceModel.sync.entities.ms,1743854705961000000,1743854766009000000,0
workspaceModel.global.updates.ms,1743854705961000000,1743854766009000000,0
jps.artifact.entities.serializer.load.entities.ms,1743854705961000000,1743854766009000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1743854705961000000,1743854766009000000,84
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743854705961000000,1743854766009000000,8
FileNameCache.totalMisses,1743854705961000000,1743854766009000000,2975
FileNameCache.queries,1743854705961000000,1743854766009000000,14313096
